Measure:mean;Left-Lateral-Ventricle;Left-Inf-Lat-Vent;Left-Cerebellum-White-Matter;Left-Cerebellum-Cortex;Left-Thalamus-Proper;Left-Caudate;Left-Putamen;Left-Pallidum;3rd-Ventricle;4th-Ventricle;Brain-Stem;Left-Hippocampus;Left-Amygdala;CSF;Left-Accumbens-area;Left-VentralDC;Left-vessel;Left-choroid-plexus;Right-Lateral-Ventricle;Right-Inf-Lat-Vent;Right-Cerebellum-White-Matter;Right-Cerebellum-Cortex;Right-Thalamus-Proper;Right-Caudate;Right-Putamen;Right-Pallidum;Right-Hippocampus;Right-Amygdala;Right-Accumbens-area;Right-VentralDC;Right-vessel;Right-choroid-plexus;5th-Ventricle;WM-hypointensities;Left-WM-hypointensities;Right-WM-hypointensities;non-WM-hypointensities;Left-non-WM-hypointensities;Right-non-WM-hypointensities;Optic-Chiasm;CC_Posterior;CC_Mid_Posterior;CC_Central;CC_Mid_Anterior;CC_Anterior
633;15.5699;35.4046;88.4111;61.4016;92.3212;77.9055;82.4234;99.8291;26.8625;21.949;90.2925;67.4667;70.3681;38.4234;79.2525;97.227;76.3617;50.5719;18.8046;34.1663;89.14;62.2399;93.3157;76.8826;82.7797;100.5365;69.8405;71.2872;81.4762;97.4941;65.4615;50.4288;49.5;74.4371;0.0;0.0;64.0556;0.0;0.0;80.4375;115.5381;108.9443;107.5906;107.148;106.0081
634;14.6881;37.9872;87.6155;61.8973;90.632;78.3259;83.1202;96.3142;27.1207;20.9387;87.684;66.7689;68.2669;35.0135;77.8585;94.331;67.6744;51.348;17.6654;35.1968;88.3342;62.5259;91.5048;76.1905;83.4238;96.3984;67.3243;68.4838;78.7636;94.9136;68.525;52.7155;0.0;73.4681;0.0;0.0;57.1818;0.0;0.0;78.3649;115.6009;107.1757;107.3788;107.4145;109.2301
635;19.5938;37.3608;87.5978;61.0142;91.0492;82.9026;85.924;97.1418;35.628;15.7599;88.0075;66.5615;70.1794;36.9155;77.3238;93.9305;76.5263;51.9665;14.4133;38.2679;90.2075;63.5352;90.307;79.7191;86.1783;98.5545;68.0178;63.4272;80.8266;93.6295;69.551;49.9023;39.8333;75.9881;0.0;0.0;67.7391;0.0;0.0;64.1429;113.722;107.1068;105.9841;104.5696;107.8386
636;27.802;34.8673;89.3123;60.985;89.5345;79.2096;84.5068;99.7284;37.0871;23.043;88.756;67.4379;64.8372;46.5669;78.813;95.4926;71.4333;53.6233;30.2585;32.3056;89.1356;61.024;90.3422;81.1956;85.517;100.9119;67.7425;68.137;80.7;95.4103;71.28;55.3535;0.0;76.5333;0.0;0.0;60.0;0.0;0.0;78.4068;115.9851;107.0756;106.1482;105.8915;110.7543
637;15.7449;40.4671;88.5318;62.0456;91.0033;79.6043;84.1659;100.2827;30.93;16.6134;88.7415;68.4056;69.0636;33.7003;78.4248;98.5207;71.2647;48.8181;19.6549;32.0114;89.1482;62.2871;90.918;79.1172;84.667;101.0674;68.1425;69.0223;80.18;95.8346;70.6176;51.2094;0.0;74.1977;0.0;0.0;63.56;0.0;0.0;74.1364;114.2908;105.3559;105.224;107.0342;108.5665
638;19.9599;39.8371;88.0612;61.5806;90.8013;79.4739;84.4553;98.0862;33.4003;22.1283;88.4134;67.437;69.7799;38.0429;80.0408;94.7361;74.1176;52.0918;21.1846;33.2804;88.9819;62.7361;90.0107;78.6803;85.2441;99.2444;68.6551;69.4856;80.2848;95.0561;68.125;51.5849;60.0;75.5763;0.0;0.0;67.9545;0.0;0.0;78.55;113.1354;105.6881;106.694;107.3046;109.7749
639;23.2314;38.0156;87.7162;59.7464;94.9991;79.5839;83.1759;98.63;35.1443;22.3034;88.8734;68.2846;68.3145;34.5735;78.1635;96.7701;67.2203;53.8654;22.0234;37.2685;86.5989;58.0795;94.5571;78.9659;85.0299;100.5602;67.597;67.6081;79.7779;96.2308;73.5938;54.0703;0.0;76.2648;0.0;0.0;76.5;0.0;0.0;81.7317;117.5395;108.8689;111.4418;112.9739;113.0676
640;16.3859;39.4207;88.6094;60.0175;88.6961;76.396;82.8846;94.3575;24.8605;20.999;89.3979;66.6125;66.4478;34.3208;75.2641;91.7908;71.0161;49.7454;19.1477;32.2622;90.5663;62.7136;89.7278;75.2773;81.8642;92.8128;66.9044;65.0522;76.1201;92.4911;65.4894;51.0072;39.0;74.0323;0.0;0.0;65.5833;0.0;0.0;80.9822;111.584;106.7571;108.4163;107.268;108.9802
641;21.7311;35.2536;85.5641;58.6428;92.5373;79.188;83.2508;100.0547;41.9441;23.0231;87.4519;67.3693;69.0067;40.9909;77.8992;96.6355;68.3269;52.4121;21.0235;30.8532;87.501;59.2882;92.6755;79.226;83.9534;99.9394;66.7921;70.5353;80.6594;97.2953;70.9104;51.7371;51.3333;74.2053;0.0;0.0;66.8636;0.0;0.0;84.8684;117.2281;110.8427;108.4399;112.559;112.1636
642;22.629;37.7681;88.1404;61.4016;87.203;75.0331;80.5415;95.6462;31.4073;19.2406;88.795;65.9016;65.6345;37.3819;72.8492;92.1767;66.9352;53.3532;25.0036;32.8387;92.0235;64.073;89.6219;76.1926;81.5192;97.3732;67.349;68.3225;77.362;92.3205;56.0588;54.9415;0.0;74.7161;0.0;0.0;64.5455;0.0;0.0;78.6207;112.3976;106.1829;102.5879;103.7715;110.9456
643;16.2148;30.7788;88.3665;59.8959;87.6575;75.5257;80.9195;95.1383;31.793;17.2042;86.9687;64.4741;65.2257;35.7325;74.986;90.6119;65.4375;52.2576;16.9445;31.2683;89.6386;61.3731;87.4429;75.1134;81.9613;95.5322;65.8064;65.9779;78.2575;90.5545;65.0816;51.8317;39.0;73.3947;0.0;0.0;60.88;0.0;0.0;76.3611;111.4472;101.4424;107.0723;108.762;109.1663
644;18.8207;31.8616;88.2059;60.9905;90.0082;74.4472;79.8517;94.8279;31.6929;19.757;86.9673;65.1808;66.4637;40.5093;72.3729;94.5564;66.4607;51.8529;20.2205;30.6735;89.5639;62.672;89.6858;74.5695;81.4426;96.5712;66.7632;65.9092;76.255;94.2719;66.4464;53.3381;0.0;75.2268;0.0;0.0;63.4138;0.0;0.0;86.6627;112.0759;104.6213;103.2787;103.2705;108.307
645;25.6369;41.3115;88.2935;59.9762;91.2344;78.7381;81.8077;95.845;33.5458;24.1597;90.1713;67.4637;68.32;41.8454;77.2384;96.6714;66.2333;56.2312;25.3233;39.4357;89.3889;61.2468;93.7411;79.3238;83.781;98.1448;70.691;69.2329;80.1052;97.6772;72.7073;55.6168;0.0;76.2944;0.0;0.0;69.6;0.0;0.0;86.5;119.4638;109.62;107.2715;108.8538;116.3219
646;15.0601;45.9463;88.2364;61.0647;91.8125;75.705;83.9307;98.3137;25.4909;19.9479;88.4723;67.4623;68.7745;30.6813;75.312;94.884;67.8276;48.4601;13.3934;31.2799;88.4004;61.3721;91.9974;76.6899;84.3084;97.992;66.7448;67.3029;78.1686;94.5208;51.956;48.178;0.0;70.0423;0.0;0.0;56.8571;0.0;0.0;78.165;111.6538;103.2703;106.1687;108.2623;108.5559
647;24.7151;40.756;88.6228;63.3865;90.3096;79.6043;82.7524;98.6601;28.6723;20.0292;90.0075;67.8658;67.421;38.7883;76.9373;93.849;66.8899;53.4511;18.9052;30.7475;88.9758;61.6279;90.0975;76.1332;83.9209;99.6261;66.3363;67.5049;80.0515;93.2165;67.6761;51.3485;38.3077;74.665;0.0;0.0;66.4444;0.0;0.0;66.5254;108.1371;105.2451;103.9751;105.6987;107.5054
648;22.8617;48.731;88.7987;59.7131;91.0571;77.9278;84.0496;96.0935;33.023;17.9302;88.5263;66.0167;68.0867;40.9008;77.0013;93.4887;74.4286;53.9965;19.7388;31.0427;92.0369;62.2754;89.8682;76.6102;84.0981;97.1908;65.3866;65.7136;78.9884;93.4433;68.1389;53.8987;0.0;73.1399;0.0;0.0;61.0769;0.0;0.0;78.0;109.6017;104.4664;102.9848;101.8951;107.796
649;18.0474;36.0922;85.1516;60.7177;90.4818;79.637;85.1239;98.453;34.2318;24.1723;86.805;67.8603;68.324;41.571;78.9373;93.5703;63.0182;50.9392;18.2104;35.9535;87.5;62.1154;90.5763;78.7664;86.3125;98.7444;68.685;69.5975;80.7219;93.0131;67.9767;51.2575;29.2609;73.0187;0.0;0.0;65.0784;0.0;0.0;82.5133;112.3296;103.2604;104.8034;106.4625;108.7036
650;16.7928;39.8772;91.383;65.3779;90.4608;80.5918;85.5861;99.2164;24.3827;22.3014;89.4569;68.5691;66.6897;39.5935;77.5696;95.6824;71.9836;51.2506;15.6143;26.1161;89.921;63.849;90.8222;78.0198;85.6398;98.3562;66.3495;66.4653;78.5986;94.0427;69.1343;49.0739;31.7727;73.3042;0.0;0.0;62.8621;0.0;0.0;78.6335;114.0376;107.7434;110.5232;108.0375;109.1309
651;19.7221;39.076;89.3094;63.9465;91.2731;80.1921;83.9329;98.1673;32.2697;25.359;87.9216;68.0922;66.5783;38.8165;77.5343;93.7609;67.1071;50.3893;19.0406;31.6667;89.3718;62.7066;90.3431;77.6262;83.9784;97.6968;66.4996;67.8046;79.3299;92.5245;66.287;50.642;0.0;74.335;0.0;0.0;60.3529;0.0;0.0;78.271;114.5008;108.7582;108.805;104.7699;108.1154
652;36.282;36.6134;87.8895;61.3189;93.755;79.6688;81.4769;98.3202;46.3835;24.6421;89.5597;69.1408;69.4115;48.6341;80.2433;96.8795;73.9167;60.6742;31.4954;39.0828;88.646;61.916;90.8425;76.9516;82.2543;96.514;69.9771;68.6455;81.1059;94.8741;76.8333;57.7956;0.0;77.9883;0.0;0.0;81.3636;0.0;0.0;74.8537;113.3408;105.0367;102.6604;104.8153;110.3133
653;17.6464;38.341;88.9696;61.2357;91.3435;76.9646;81.0712;98.0223;25.128;19.6858;89.0318;66.9281;67.6982;36.0992;78.4351;94.839;67.4792;51.7837;16.8533;30.1015;89.7449;62.5066;90.1835;75.0192;82.0761;98.6671;66.7327;68.0402;79.2541;94.7014;67.3125;50.8529;0.0;72.4946;0.0;0.0;62.0;0.0;0.0;71.46;114.9203;107.4075;108.2298;109.4881;111.5476
654;23.1619;33.0119;89.2933;63.7367;90.5758;77.4459;82.1354;97.5104;27.9115;21.4123;87.9297;67.2417;69.2829;41.5643;75.9233;90.946;62.8824;54.6572;20.0432;34.5489;90.6745;64.8162;89.7904;75.2358;82.0044;97.0718;67.151;66.7498;75.6814;92.1205;66.913;52.734;0.0;77.0925;0.0;0.0;62.4444;0.0;0.0;78.6481;112.8114;103.553;104.3356;103.4652;110.2149
655;18.522;36.029;87.9956;61.0607;88.1225;77.273;80.9247;94.745;29.4158;19.4663;88.29;65.9381;66.4226;34.1369;75.0967;93.0679;63.3472;51.1872;21.0088;30.0473;88.9801;62.0197;88.9959;77.8627;82.0942;94.8837;66.7415;67.0064;76.7633;94.2759;57.2941;52.8013;0.0;74.8109;0.0;0.0;81.2;0.0;0.0;74.8545;114.9967;105.875;104.588;105.4523;112.9773
656;19.3114;43.9783;87.7059;63.2926;87.8945;76.4161;80.9272;95.1533;31.0476;20.2474;88.5709;65.2826;64.4091;40.0254;77.625;92.7578;64.3944;53.695;22.602;29.6104;89.881;63.4762;89.0835;76.9877;84.1035;97.1113;66.5512;67.7952;80.7411;93.391;70.1364;54.5775;0.0;76.1223;0.0;0.0;66.9286;0.0;0.0;76.8675;110.739;106.7888;104.7278;106.6057;109.9536
657;19.7817;39.377;89.2938;61.2202;89.0738;79.4482;82.2588;97.2404;24.619;19.4334;88.1722;66.0176;66.052;36.7393;76.4083;92.7629;61.8353;51.58;18.2009;35.2424;92.2904;64.2857;91.3505;78.3393;82.9729;96.4172;65.9056;63.9675;79.4342;91.6967;55.9931;50.7734;36.0;65.2662;0.0;0.0;72.0;0.0;0.0;76.4167;107.453;102.3598;104.568;108.2687;111.8416
658;21.6336;33.8911;88.4984;63.8988;88.0455;78.1572;84.1423;97.202;32.5923;21.4603;88.2776;64.7447;66.8564;33.8226;77.1678;93.4544;54.2304;52.9392;23.1117;30.0487;91.7851;65.6484;88.2793;78.5662;85.2358;98.4131;65.485;67.9574;80.978;92.9762;65.0965;52.5918;37.5238;75.5605;0.0;0.0;71.0;0.0;0.0;83.2405;112.0324;105.6762;102.8906;106.7489;108.1966
659;15.504;39.7467;88.2961;60.6083;91.0243;79.1877;84.2246;98.7169;22.901;17.4171;89.1956;67.3067;69.3912;37.8933;76.5486;95.8303;58.9579;50.9329;15.3525;39.5752;89.2407;60.3289;90.3542;76.9386;83.5742;98.2801;67.0531;67.8937;78.8471;95.0913;63.1709;50.7298;37.5;73.671;0.0;0.0;68.8182;0.0;0.0;72.2137;111.975;104.8871;105.4576;102.1443;111.0238
660;20.9089;37.6564;87.215;58.1156;90.7931;78.1124;83.4997;99.2859;32.5174;19.1236;90.1583;67.791;69.2602;37.5567;73.9559;96.9196;70.1111;53.4804;22.1538;35.5329;88.4794;59.9085;90.4724;77.9288;82.3139;97.745;67.0672;67.6601;79.2983;96.7607;69.225;53.4771;33.0;75.7703;0.0;0.0;68.7963;0.0;0.0;87.6494;113.7403;106.4783;106.4898;106.1144;113.2836
661;17.9075;40.3668;88.7902;61.8681;92.1244;74.755;80.5082;97.8834;26.6475;16.0058;87.7735;64.9688;65.0844;32.9311;74.3352;93.8826;59.56;51.1737;17.4688;34.7047;89.5096;62.3662;91.2291;72.4978;80.3117;97.3301;66.9834;65.1431;76.11;93.3854;60.0588;50.6657;0.0;70.0871;0.0;0.0;67.8333;0.0;0.0;72.7604;112.483;107.0686;105.2847;108.1779;110.6087
662;15.5818;41.2986;88.6125;61.4538;89.8898;76.4444;80.9293;96.6353;24.2117;17.0431;88.5445;65.1407;66.6725;32.6395;74.1845;93.1495;70.2262;50.3721;13.1733;34.1203;89.1494;62.7787;87.5686;73.2353;81.9249;97.3458;65.129;66.5739;76.3597;91.6651;63.9577;49.1095;25.0;73.9532;0.0;0.0;59.25;0.0;0.0;75.8733;111.3078;108.6568;108.0865;108.8921;107.5089
663;19.5838;32.5607;89.9889;63.7865;85.5688;73.0711;79.6219;91.119;34.1993;22.801;89.6812;65.2421;65.7319;37.3645;73.1743;90.2964;63.6377;51.3406;20.9788;32.3719;89.4967;64.778;84.5944;74.7581;81.9547;94.3776;66.1198;63.6726;76.6163;89.2031;58.6292;51.0164;0.0;74.8801;0.0;0.0;67.2105;0.0;0.0;68.9872;109.96;106.5132;109.5745;107.2163;106.8536
664;23.4928;41.1984;87.6484;59.4127;89.3571;77.535;83.5223;98.8473;30.1374;21.6495;90.7634;70.1782;69.4678;40.4375;76.2803;96.7117;73.3279;52.4553;23.0668;40.8883;89.4251;61.0752;91.0647;77.7417;86.2605;100.0481;71.1542;70.7033;79.9209;95.2647;68.8991;52.9058;42.25;76.2236;0.0;0.0;63.2174;0.0;0.0;68.6618;111.6148;105.1087;104.8182;106.0199;108.955
665;25.807;43.2819;88.5302;62.0681;89.3194;77.0864;82.6984;95.9147;30.8784;20.5157;90.7855;66.918;67.0938;38.5383;77.8825;94.0446;75.2154;53.5553;27.3306;35.0592;89.4923;63.2524;90.2446;78.0367;82.8827;96.3015;67.8116;70.5222;78.3381;94.4369;63.7463;53.9936;0.0;75.3625;0.0;0.0;69.0;0.0;0.0;70.3513;115.4197;108.1242;106.0979;107.5297;114.4021
666;18.5208;38.5105;86.6874;61.0254;89.104;75.1121;80.8241;95.8619;26.7101;19.3154;86.1843;65.1686;65.8955;34.2594;73.0166;91.6864;63.4828;51.2749;20.9983;30.3492;89.7054;62.7582;90.0659;76.9424;81.7441;95.8977;65.0766;65.5431;76.9066;92.3291;68.3636;52.5898;39.0;73.4877;0.0;0.0;63.6;0.0;0.0;87.2321;111.7249;104.2286;106.2096;107.4337;108.2214
667;21.1359;38.3388;86.852;60.1666;90.2998;78.2677;82.282;96.849;33.805;16.9478;88.4823;64.2039;63.5916;39.6868;75.7081;93.0148;62.8537;54.1812;22.4444;33.3743;88.8387;62.9249;89.5908;79.0121;84.9006;98.7453;65.454;63.0655;77.9647;92.3753;61.6667;52.4564;0.0;74.7308;0.0;0.0;66.8;0.0;0.0;86.569;110.286;104.5544;102.9371;102.5359;110.9802
668;18.2962;35.4132;88.2225;63.001;88.832;79.6763;85.0953;99.0754;30.4959;20.722;87.803;69.5124;69.2967;36.9877;79.892;91.593;72.913;50.4602;19.7847;30.0;89.4186;62.4575;89.9477;77.8065;85.8682;97.5801;67.3539;67.9469;78.9169;92.037;69.6304;53.3824;41.68;73.9983;0.0;0.0;58.3333;0.0;0.0;93.8947;114.0413;104.6957;106.0099;109.471;110.2388
669;14.6187;37.8812;87.5072;61.8696;88.3013;74.5401;79.8433;95.3744;26.4964;17.7156;87.0363;65.7869;66.6528;36.2309;76.2786;91.9902;66.6346;49.6492;13.3721;32.0998;89.4155;62.179;89.0348;73.4734;80.1204;96.3703;66.6786;66.8065;74.4438;92.4669;58.2787;49.3665;31.1;71.8422;0.0;0.0;58.5769;0.0;0.0;80.8588;111.8418;107.24;107.3314;107.5374;109.1236
670;24.0121;39.7449;88.0994;57.3928;83.3414;69.0463;77.4422;93.4158;30.9512;19.8995;84.9122;60.7114;62.2856;30.7806;67.3434;93.6077;64.6465;53.0398;22.8732;39.7787;86.2873;57.4915;83.7367;67.9309;77.7437;94.3942;64.7686;63.9355;68.4945;92.5114;65.2623;52.5882;37.25;76.3522;0.0;0.0;64.4762;0.0;0.0;76.6092;114.5489;105.6913;106.437;109.4535;110.9441
671;23.0497;41.491;88.7889;55.1695;84.2141;70.2581;76.608;96.9874;36.5901;18.8885;84.3671;61.034;62.3174;42.0725;68.2984;96.098;69.8169;50.4316;24.8063;36.3235;85.4257;55.603;84.506;68.4856;73.9054;93.939;61.6072;59.5118;67.0458;92.4902;66.1786;50.9056;39.0;77.399;0.0;0.0;63.95;0.0;0.0;81.5531;115.937;106.2788;112.5146;111.9572;113.1641
672;19.4694;28.7137;90.6398;56.7631;83.2637;68.1366;75.5794;96.2847;26.4527;10.6403;82.9374;56.1385;58.2201;32.6749;64.6236;93.5839;63.9524;49.9293;19.6133;23.6179;84.9627;54.1987;83.4688;67.008;76.9697;96.7609;59.5522;57.635;66.8005;93.1793;71.0;50.8013;0.0;78.5016;0.0;0.0;72.4035;0.0;0.0;77.7322;115.3611;110.3398;109.45;111.6489;111.5485
673;29.8355;33.759;87.5521;54.8192;85.0996;70.6492;76.5937;94.9744;33.399;14.4604;84.203;58.6668;59.709;35.9912;67.1714;95.9963;61.56;57.202;21.4852;33.8798;84.744;53.7998;84.4274;67.7484;76.1417;93.7691;59.9202;59.1669;65.6101;93.8818;59.0513;52.8201;0.0;74.8748;0.0;0.0;73.0;0.0;0.0;72.8645;112.9347;106.5613;108.875;110.0726;110.3212
674;17.6514;40.8936;88.9152;60.0973;85.6634;72.3487;79.8119;98.4263;29.0495;21.244;85.4853;63.0123;64.2019;35.6439;69.9096;94.4238;66.7093;49.6627;18.9775;39.3333;85.8148;60.2192;88.5478;71.3164;81.0067;99.3875;66.3889;65.6997;70.3996;95.1574;65.1111;48.6484;0.0;78.6674;0.0;0.0;64.9565;0.0;0.0;72.9789;112.7918;108.9784;108.1584;111.0937;113.7469
675;21.1751;37.9043;88.2936;55.9806;85.4793;72.2441;78.6164;97.9859;42.3412;19.9715;84.5167;61.6525;62.7427;39.3947;69.3302;95.6245;65.1685;51.3877;27.0713;38.8649;85.4929;57.499;86.8036;71.1269;78.6578;98.2908;64.7096;63.4874;69.4565;94.7139;64.8955;51.2287;0.0;75.6407;0.0;0.0;62.3846;0.0;0.0;73.7751;114.8329;105.4269;106.3291;110.5;110.9213
676;30.3905;33.546;87.5943;57.1731;87.2107;72.5475;78.0962;97.278;38.4458;21.5167;85.8809;60.551;59.3725;50.0937;69.2652;94.5863;71.2364;56.3685;31.7307;41.4388;83.8042;55.3405;88.063;72.49;79.8589;98.6272;65.0166;63.9743;70.4497;95.2424;58.2118;56.6769;0.0;76.5546;0.0;0.0;75.8276;0.0;0.0;69.7714;117.4634;109.1247;106.9811;108.1187;113.6346
677;25.5534;32.9234;89.4454;58.7338;86.1415;71.6434;81.1774;99.4743;37.3082;18.6973;84.4262;62.6363;64.0098;36.1995;70.6313;94.5072;70.95;52.2382;22.096;29.7518;85.5349;57.853;85.6587;70.3771;79.4705;98.2944;63.9389;62.2487;70.0375;92.8612;67.027;49.6058;0.0;76.8619;0.0;0.0;67.0;0.0;0.0;79.2676;112.9671;104.2444;104.8277;107.7553;108.2915
678;18.104;34.9836;83.746;53.161;80.0069;66.1287;74.4129;89.2184;23.9008;15.4548;81.2513;59.0172;56.1944;29.9144;63.7722;93.5606;66.6029;48.8805;18.8442;29.1084;83.7921;54.8975;79.6099;64.3154;72.852;87.1753;59.3237;57.32;65.6669;88.3404;63.8889;50.5003;0.0;76.9675;0.0;0.0;68.5333;0.0;0.0;74.425;116.7302;108.5978;104.5527;109.7946;110.9203
679;25.5233;36.1406;87.9007;57.2455;86.0453;71.5246;78.9165;99.2726;37.4867;20.5823;83.3501;61.1781;60.5728;38.6286;69.2694;93.9376;64.1778;51.2;25.5586;34.0277;85.6827;57.613;84.993;69.0895;75.8021;97.3955;63.3455;59.1393;67.8659;92.3359;60.6552;50.5594;0.0;76.2649;0.0;0.0;61.6667;0.0;0.0;64.9574;111.163;107.2207;104.3516;109.1679;108.7353
680;21.4925;35.9578;85.6006;54.6552;83.384;70.4596;77.1905;95.198;34.031;14.9121;84.483;61.3829;56.8107;34.1805;67.3479;90.5082;61.8151;52.2243;25.6505;32.326;80.4377;49.1751;84.906;69.7719;75.7416;94.1472;61.8133;56.346;68.6327;93.6996;64.584;54.7535;44.0;76.5687;0.0;0.0;63.5;0.0;0.0;67.3619;120.475;103.7306;105.7988;113.2647;113.7659
681;21.8215;39.4113;86.582;57.0684;84.342;70.6566;80.3112;100.6036;36.1709;20.5511;85.2728;61.0536;64.7655;39.2794;65.2332;96.2034;62.8444;52.8569;27.1884;32.2335;84.3125;55.1875;87.2032;72.4406;78.9325;100.5638;62.672;65.1682;71.0841;95.0293;66.0312;52.831;0.0;77.501;0.0;0.0;60.8182;0.0;0.0;73.7383;112.0;105.7885;108.1182;108.5697;109.8376
682;48.6507;32.4058;89.1534;53.1877;82.973;75.3792;73.66;83.7663;37.8851;29.3199;79.8935;55.5877;50.1114;56.9082;71.1964;91.4605;74.9412;62.2008;23.3327;31.8818;81.9252;50.4144;83.2011;68.6658;72.8526;90.471;58.0937;53.1691;72.0455;86.5704;60.0;53.2713;60.875;85.5518;0.0;0.0;77.8889;0.0;0.0;65.0703;111.7177;98.6522;102.8478;109.5817;108.5637
683;18.0439;37.8212;90.069;60.3116;85.7007;74.4606;80.3378;97.1869;28.8871;12.7009;83.8814;61.5268;61.5173;30.2945;70.9045;95.5127;61.3198;50.0132;18.8756;28.2546;86.0606;60.5603;86.35;72.1944;78.6041;95.736;64.4268;60.715;70.2103;93.5706;64.3542;51.5725;0.0;74.9194;0.0;0.0;68.6522;0.0;0.0;78.6442;116.2756;105.2181;108.2103;111.5379;113.3361
684;25.2707;33.563;88.6454;58.3672;87.0773;74.7468;80.3926;96.9948;36.4588;24.2558;86.834;64.4611;65.6533;40.9069;72.0349;95.4148;65.05;52.4851;26.4998;31.8418;87.8048;60.0869;86.8222;74.4033;81.1704;97.934;67.2141;64.8933;73.1312;93.9303;66.5556;52.3184;40.8333;76.9174;0.0;0.0;62.0;0.0;0.0;70.192;113.3318;105.4696;108.398;108.1752;108.4571
685;18.0026;33.9105;86.66;57.167;85.9917;71.6908;77.4796;96.8073;36.7669;20.3284;86.5329;62.731;63.1211;36.6293;70.1399;93.9417;65.2;47.6207;20.3295;29.2558;86.2046;57.9599;85.751;69.3098;76.4024;97.0544;64.8635;64.3154;68.3326;91.927;69.7805;48.9877;37.1429;75.5553;0.0;0.0;61.55;0.0;0.0;80.7212;111.7622;107.5401;110.1132;110.5879;111.7324
686;18.669;37.1946;89.4495;60.8998;86.0108;73.0772;79.7499;97.4389;38.8844;21.332;85.3498;62.1676;63.3958;38.5065;69.9616;95.0075;66.6176;49.0027;18.5907;36.2826;85.5716;59.7039;86.0672;70.7163;78.335;95.917;64.8058;62.1759;69.5648;93.7659;62.0556;48.6227;0.0;73.5733;0.0;0.0;59.8462;0.0;0.0;78.9114;113.9333;108.9027;110.4853;110.8254;110.2596
687;19.2388;37.5382;88.6548;58.3038;86.9026;72.1314;79.7441;97.6664;28.4734;19.9649;87.5067;61.6472;63.7712;37.1289;70.2013;95.1378;72.2778;51.2325;18.6905;33.6583;86.2197;59.962;86.9622;69.267;78.5618;94.7639;64.925;65.1935;69.7194;94.5538;71.3333;50.8007;31.5;79.2663;0.0;0.0;67.2353;0.0;0.0;68.6635;114.8753;108.2423;109.1392;110.502;112.4401
688;18.592;34.8213;85.071;54.744;82.9918;70.1669;78.0655;97.8393;28.4238;15.4591;85.3506;58.5811;58.1338;30.4279;63.4511;94.7941;57.1053;49.7996;26.6814;37.7109;84.5358;54.8786;84.7825;70.21;77.8752;96.6527;60.2977;57.8867;68.3251;93.7833;71.2941;52.9555;0.0;74.3461;0.0;0.0;65.2;0.0;0.0;69.609;115.8135;110.2299;111.9132;110.7839;109.1048
689;22.596;34.8846;89.9224;59.0074;87.9478;73.0986;80.7198;99.4381;36.2596;15.3807;85.1529;59.4459;60.9805;35.6188;70.8238;95.74;69.8846;55.0766;21.2531;33.6164;88.5235;60.106;87.0439;71.6693;79.0266;97.9537;63.7093;62.5025;70.3279;93.5256;66.475;54.7366;0.0;70.2983;0.0;0.0;74.7333;0.0;0.0;75.2022;114.0727;106.5766;98.9787;105.0093;110.8959
690;23.5614;42.2515;87.6685;56.5351;86.6216;70.0253;76.1983;94.9787;38.162;21.7691;86.2869;64.6135;65.0695;38.0952;68.5083;93.0858;64.2154;52.2011;21.8061;39.3016;84.4246;55.2697;87.4483;68.54;77.1252;96.9206;67.4548;64.4823;69.3329;93.0844;62.641;50.3933;0.0;76.7329;0.0;0.0;68.2703;0.0;0.0;76.7298;113.7267;103.9555;109.1542;110.6079;109.524
691;16.2443;32.7423;88.9862;60.4005;85.9608;74.7554;81.8204;97.4852;28.3944;14.3713;84.7886;61.9548;62.6108;29.8667;71.4982;95.0827;59.9412;50.8477;19.1197;27.2901;85.9211;60.4267;87.9098;72.6059;80.204;96.6949;65.7972;63.1038;72.5023;94.9328;58.7683;50.1509;0.0;73.4733;0.0;0.0;57.9459;0.0;0.0;74.1352;116.5068;106.6092;112.1355;112.3409;112.6811
692;22.1512;31.6419;89.1977;55.0288;87.0039;70.6455;77.7346;95.71;29.2942;13.6716;85.3354;57.6927;60.8706;33.9587;67.2176;95.3326;62.0455;49.767;19.0257;27.2205;84.8486;55.1945;84.5485;69.2573;77.6877;97.8444;61.0603;60.6838;67.5785;96.0106;59.8952;53.5568;0.0;75.9766;0.0;0.0;65.4375;0.0;0.0;78.3692;116.2637;109.6981;110.8743;111.7971;114.3293
693;20.3822;34.9733;89.0853;59.1111;83.7291;70.9139;77.5427;97.3719;30.6851;20.8677;84.8441;61.0631;62.2431;33.4782;69.0655;95.0031;63.0;50.864;20.9977;36.0;85.6378;58.2298;84.0555;69.8893;78.6708;98.3923;64.5703;63.61;68.9886;92.9431;57.25;52.4954;32.4167;76.1874;0.0;0.0;57.5;0.0;0.0;70.4843;114.951;106.5212;108.3295;106.8738;113.1253
694;18.1114;34.3984;87.5291;57.2641;85.962;71.3187;77.7391;95.5531;27.3887;18.5065;86.2034;62.8489;63.5683;31.2764;67.6269;95.6763;70.33;49.3181;21.5126;32.0839;85.393;57.8146;86.5256;68.904;79.4098;96.6648;66.9723;65.0215;69.0331;94.5383;64.4186;48.4963;32.1818;75.9814;0.0;0.0;58.4615;0.0;0.0;73.2327;116.4397;110.6776;111.873;111.748;113.9132
