Measure:std;Left-Lateral-Ventricle;Left-Inf-Lat-Vent;Left-Cerebellum-White-Matter;Left-Cerebellum-Cortex;Left-Thalamus-Proper;Left-Caudate;Left-Putamen;Left-Pallidum;3rd-Ventricle;4th-Ventricle;Brain-Stem;Left-Hippocampus;Left-Amygdala;CSF;Left-Accumbens-area;Left-VentralDC;Left-vessel;Left-choroid-plexus;Right-Lateral-Ventricle;Right-Inf-Lat-Vent;Right-Cerebellum-White-Matter;Right-Cerebellum-Cortex;Right-Thalamus-Proper;Right-Caudate;Right-Putamen;Right-Pallidum;Right-Hippocampus;Right-Amygdala;Right-Accumbens-area;Right-VentralDC;Right-vessel;Right-choroid-plexus;5th-Ventricle;WM-hypointensities;Left-WM-hypointensities;Right-WM-hypointensities;non-WM-hypointensities;Left-non-WM-hypointensities;Right-non-WM-hypointensities;Optic-Chiasm;CC_Posterior;CC_Mid_Posterior;CC_Central;CC_Mid_Anterior;CC_Anterior
520;16.884;19.8298;7.3048;12.3176;8.7431;7.8943;7.2439;5.1227;17.0167;14.8962;11.5046;9.5225;6.7364;20.9173;5.6267;13.6948;24.7704;16.4687;15.3443;18.9217;7.4551;12.1658;9.0174;8.4422;7.0522;5.1572;9.5404;6.7164;6.8282;12.7636;16.93;14.8348;0.0;13.1522;0.0;0.0;10.0125;0.0;0.0;26.8094;10.9713;17.1618;13.324;13.6092;11.8994
521;18.1708;18.2813;7.1189;11.2636;8.8182;7.9015;9.0675;4.9938;17.5198;14.6789;11.1048;9.49;8.3718;22.4612;6.9238;10.9592;20.401;15.5585;16.5554;16.6044;7.3725;11.5738;8.8566;8.4272;9.0956;5.7554;9.1692;7.8251;9.1883;10.9158;14.4248;15.0474;0.0;11.6504;0.0;0.0;11.2262;0.0;0.0;26.2574;10.4989;14.5109;14.6847;13.1412;14.7466
522;19.962;22.122;6.893;12.3894;8.2705;8.7527;7.9574;4.6751;18.0848;14.4764;11.0414;8.8565;6.544;21.7643;6.5788;11.1851;8.8868;15.7154;18.1431;20.4024;6.6972;12.6485;8.5291;9.0591;7.1495;4.0917;9.8377;6.2466;7.8901;11.0586;14.1451;15.1833;16.9247;13.9412;0.0;0.0;8.5298;0.0;0.0;27.8188;9.4662;13.9448;12.243;9.8798;20.5888
523;12.0684;21.5731;6.7373;13.812;9.0244;8.7911;7.671;5.9327;14.6986;14.5933;11.5608;10.0822;6.2725;21.9969;5.9638;11.6658;13.135;14.3286;12.5737;18.9728;7.5553;13.0551;9.5405;9.3503;7.4938;5.4457;9.9605;6.8386;8.1485;11.8162;13.0124;13.7115;12.8073;19.2534;0.0;0.0;11.7001;0.0;0.0;30.0017;10.7295;14.5596;16.8167;13.1418;14.7324
524;15.0704;22.1928;6.9614;11.4134;8.291;8.3942;7.4995;5.143;17.0187;14.4117;11.1652;9.6497;6.6679;20.0601;7.1304;11.9016;11.9944;14.5687;17.5279;23.7644;6.8518;11.873;8.7041;8.5416;6.9904;5.0178;11.8926;6.293;6.8905;12.5014;16.3057;15.0869;12.4212;14.5717;0.0;0.0;14.2929;0.0;0.0;25.1439;9.7987;14.695;18.4195;12.133;15.4668
525;16.9772;20.9613;6.4796;10.8127;8.3635;8.1729;7.8661;3.8327;19.3313;15.4285;10.4857;9.7372;6.2476;19.4369;4.7159;9.9905;20.4845;14.3442;15.732;16.2657;6.6521;11.5664;8.6669;8.6387;7.0306;3.686;10.0186;6.2455;6.4808;10.5825;10.8676;14.8478;0.0;17.7419;0.0;0.0;17.1853;0.0;0.0;27.7263;8.8413;16.0326;15.9149;10.1762;15.9786
526;17.1414;19.3329;6.8467;11.7542;8.5159;8.0115;7.9553;5.0184;18.4901;14.4813;9.9855;10.2275;6.9705;20.0592;6.1129;10.756;18.3454;15.115;15.0574;19.5416;6.9671;11.5353;9.2653;8.2036;7.6035;4.3122;9.7292;6.9637;7.0786;11.0112;18.5238;14.2794;0.0;13.5384;0.0;0.0;14.2176;0.0;0.0;22.2113;11.1436;18.047;15.3695;16.4953;22.0315
527;17.1697;20.1518;6.9722;12.4688;8.0502;8.4939;8.0424;5.0778;18.4855;14.8156;11.2245;9.1903;6.4148;21.1302;6.156;11.1193;7.5515;14.758;17.0784;14.1152;7.3487;12.8354;8.3505;9.4029;7.2242;4.4546;9.2409;6.1877;8.5766;12.0136;10.8479;14.6593;0.0;15.0959;0.0;0.0;10.2355;0.0;0.0;29.7258;10.2923;17.6245;11.8834;15.749;12.5236
528;13.9146;17.4235;7.5424;12.3375;8.3101;9.4679;8.0715;5.3328;18.2993;13.5727;12.313;9.2814;7.2721;21.2401;6.4102;11.301;16.483;14.7839;14.6798;18.6452;7.347;12.7455;8.3772;8.9421;7.4579;5.3849;10.4364;7.0756;7.8404;11.8094;10.906;14.8973;0.0;21.5579;0.0;0.0;14.8829;0.0;0.0;27.2593;9.2086;14.4983;15.6812;11.9103;12.7963
529;14.1918;21.9124;6.6861;12.5972;9.0585;9.1516;7.9005;4.701;20.5528;15.3039;10.8821;9.4141;7.4545;19.2954;6.5231;10.1722;18.6018;15.7505;15.258;20.9705;6.7002;12.994;8.7525;8.6719;7.6967;4.5606;9.978;7.1891;6.9163;9.8378;20.31;14.4631;13.4465;16.7837;0.0;0.0;11.9925;0.0;0.0;26.8147;9.8349;14.0452;11.3444;10.9309;10.661
530;15.8277;18.6057;6.61;12.2393;8.3161;8.7981;7.4732;5.0041;14.9;14.5545;10.844;9.4191;6.971;20.3946;6.1277;10.9312;18.1072;14.8848;15.4706;18.7063;7.0111;12.832;8.4145;8.4331;7.3705;4.4987;9.5915;6.894;7.7934;10.8439;16.0041;13.1808;10.6066;17.399;0.0;0.0;7.8049;0.0;0.0;27.086;10.1578;17.3337;13.4938;10.3948;11.284
531;16.9584;19.8496;6.5951;13.0256;8.9063;9.5702;9.2799;5.2824;19.6306;14.7793;11.3456;10.3292;7.7567;21.8522;7.0596;12.5627;8.4842;15.4234;17.5798;20.6806;6.4517;13.0979;8.8692;8.9777;8.3543;5.1864;9.9168;8.9616;9.2907;12.3262;14.0544;15.331;0.0;18.979;0.0;0.0;16.2415;0.0;0.0;33.678;11.9986;20.0158;15.6145;14.2078;20.5025
532;15.5492;17.9286;6.3312;10.8164;8.1258;8.513;8.8189;4.6982;18.7411;14.2219;10.2582;9.5336;6.2239;20.0847;6.4573;10.3111;18.8464;14.5461;14.5278;16.9955;6.5494;11.2856;9.0623;9.0438;7.3983;4.6639;9.7077;6.648;7.3584;11.169;14.6619;14.8944;11.597;16.4879;0.0;0.0;8.586;0.0;0.0;28.2021;9.4163;18.3941;13.4137;12.8459;14.0687
533;15.7121;22.4708;6.4422;11.8743;8.9792;8.1881;7.6221;5.2486;19.4672;14.1365;12.5763;11.2361;7.2295;22.1967;5.3884;12.0941;11.1775;16.122;15.0406;20.0747;6.9725;11.4871;8.5053;8.6774;7.579;4.4767;10.0152;8.2248;6.8068;11.5355;11.8603;15.4935;5.465;27.4271;0.0;0.0;13.1051;0.0;0.0;25.2128;9.6976;18.6955;16.8396;18.0359;25.0482
534;15.268;16.3057;6.6928;12.2495;8.5174;8.8411;7.9141;5.4484;19.6137;14.9237;11.0887;9.2786;7.4171;19.8193;7.645;12.2707;14.8386;14.8978;15.4082;14.2574;6.831;12.5829;9.6648;8.5727;7.0669;4.0258;9.9664;7.2303;8.2992;13.4274;12.9168;14.9711;0.0;16.4388;0.0;0.0;3.8622;0.0;0.0;24.6039;9.9597;16.1759;14.0077;16.5211;31.2219
535;16.024;16.4041;6.6083;12.173;8.8614;8.1757;8.3028;4.2857;19.7017;15.6566;11.0466;9.9677;6.8703;21.487;8.39;11.7132;11.8566;15.8275;14.9434;15.8983;6.909;12.784;8.5133;9.6174;8.5227;4.4429;9.6844;7.848;8.09;10.7714;9.6651;14.3992;4.9497;13.1661;0.0;0.0;14.5055;0.0;0.0;21.0957;10.2249;15.6663;14.3971;11.9898;15.8167
536;16.8414;21.6937;6.6573;10.5712;8.3389;7.6347;8.3205;4.7119;20.7585;16.324;9.9544;8.8551;6.7525;20.2341;5.9032;11.4443;10.4424;15.649;17.8704;19.9083;6.6901;11.0196;8.9509;8.2013;7.4274;4.9085;10.367;7.5918;7.6739;12.1203;12.3605;13.5066;0.0;14.1255;0.0;0.0;13.8654;0.0;0.0;25.6328;10.5287;13.0413;13.3905;13.9384;16.0204
537;16.596;21.4786;6.5407;12.9649;8.6197;8.198;8.8097;5.2072;20.4426;15.4578;11.4013;10.068;6.0848;20.1026;7.557;10.4921;16.776;14.609;17.1604;20.0907;7.227;12.8259;8.5124;8.4698;7.5242;4.8163;10.3145;6.7776;8.5392;11.3419;15.2417;14.0418;6.245;12.3759;0.0;0.0;14.3068;0.0;0.0;27.0499;8.618;19.5857;12.286;12.9912;12.1013
538;16.1063;22.1199;6.4254;11.147;8.4103;9.0567;8.5357;4.4324;17.8762;14.0551;10.9664;9.1133;7.1072;19.5801;6.8546;11.0778;8.8828;14.6592;18.0519;19.4358;6.7703;12.0056;8.478;8.9478;7.189;4.9587;10.0555;6.964;8.0918;11.6484;20.1891;13.3971;9.8995;16.4541;0.0;0.0;8.3373;0.0;0.0;25.2397;9.0593;15.708;12.6195;12.8902;14.4071
539;17.5879;18.8214;6.9036;12.4407;8.2014;8.3053;8.0705;6.2078;20.434;15.2067;10.6541;11.1329;7.3266;19.5286;7.1609;11.0549;17.1945;15.2538;16.5175;18.6094;6.8943;12.2739;8.5006;8.5304;7.223;4.9017;10.3023;6.8604;8.6336;11.7889;21.7391;14.7701;0.0;15.7695;0.0;0.0;14.6616;0.0;0.0;30.2099;10.3229;17.3586;16.0928;16.4028;21.5935
540;14.3752;20.9203;6.4943;12.2346;8.0204;8.7775;8.9538;5.3236;20.8383;14.6275;10.922;8.9468;7.254;16.835;6.4737;13.2777;18.123;14.9807;14.9695;19.5144;6.5482;12.6346;8.9029;8.4007;7.746;3.9716;10.3749;5.9353;8.6054;14.5651;16.385;14.0805;9.737;19.516;0.0;0.0;20.5975;0.0;0.0;27.8435;10.233;13.5955;13.0306;12.3743;13.1299
541;12.9364;19.8934;8.6955;14.1665;8.5869;7.9379;7.0952;6.1884;18.346;15.0349;11.9467;9.7036;6.9682;19.9956;6.847;12.108;17.1212;15.5246;13.2931;18.699;8.8112;14.5821;9.0384;8.0635;6.47;8.6448;9.6801;5.9308;7.674;12.7719;14.0381;14.0122;0.0;15.7454;0.0;0.0;12.4312;0.0;0.0;31.4278;11.4313;14.5417;15.8737;11.7517;14.7959
542;17.0983;21.3014;6.7138;12.7937;8.3294;8.6982;7.3172;4.0282;19.4028;15.804;12.1921;9.6886;6.3937;20.7264;6.9057;11.6431;11.8252;15.1647;14.1893;20.8389;6.9249;13.4068;8.5976;9.2791;7.16;4.2355;9.2249;7.5523;9.7317;11.3947;20.6396;15.0463;0.0;23.652;0.0;0.0;13.7259;0.0;0.0;36.0446;10.7233;10.1872;9.1304;9.9848;17.5627
543;14.0372;23.1139;7.9927;11.4562;11.4729;8.3106;9.1499;6.96;17.4299;17.4865;12.8493;11.3692;7.5341;22.6908;5.7783;16.2951;14.3917;16.732;13.2968;20.804;7.9248;12.0749;12.9897;8.257;7.4901;5.4714;12.6692;7.6229;6.2346;15.5049;16.9345;15.8636;16.1658;15.2859;0.0;0.0;21.4437;0.0;0.0;29.8732;15.8831;19.5759;17.941;14.7474;13.1223
544;16.4006;16.8753;6.307;12.0287;8.7695;8.7215;8.2123;4.902;19.1994;13.9478;10.7299;8.7069;6.953;20.2657;7.6376;10.6125;11.789;14.3932;16.3715;19.2553;6.6016;12.1751;9.2646;9.2757;8.242;4.4245;9.8426;6.4698;9.7774;11.4583;15.3424;13.8624;0.0;14.6552;0.0;0.0;9.3949;0.0;0.0;21.8728;9.5056;17.7072;13.4238;11.2829;14.1825
545;14.4803;21.5096;6.5874;12.0484;8.8713;8.0442;7.1135;5.3215;18.3541;13.5255;11.0674;10.0896;7.8259;19.2026;6.6842;10.8517;8.6641;15.2919;15.0024;19.1624;7.134;12.8747;8.2254;7.999;7.5331;5.1432;9.5594;7.3891;7.7249;11.7279;11.5696;13.9582;4.717;23.0897;0.0;0.0;10.2572;0.0;0.0;27.0412;9.4641;16.6605;14.3156;13.5303;14.9437
546;13.7544;17.3171;6.7314;11.8553;8.323;8.1824;7.5849;5.2311;18.5815;15.5176;11.0663;9.646;6.7454;19.4418;6.0681;11.8695;15.4113;16.1793;14.3526;18.2816;7.2267;11.9209;8.635;8.7327;7.0059;4.3694;9.6293;6.5146;8.5972;10.9839;11.6223;14.8638;14.8492;17.2205;0.0;0.0;10.3534;0.0;0.0;29.8623;9.8969;12.8588;11.1224;12.9461;14.561
547;14.8636;19.4149;6.5948;12.1418;9.5105;8.7289;8.3671;5.2379;17.6572;14.3181;9.7279;9.3342;6.3371;22.4126;6.0167;10.6476;12.9455;15.8208;14.4096;20.1275;6.7846;11.938;9.652;8.8186;7.3846;5.1535;9.4666;6.6481;7.2712;10.5446;13.1631;13.9182;0.0;17.1798;0.0;0.0;12.9311;0.0;0.0;17.8499;11.3279;14.6415;11.2352;16.8552;19.3986
548;15.9876;15.2335;7.7258;9.9084;10.4631;9.0097;8.0008;6.2587;18.8384;14.1898;10.246;10.4066;8.7234;18.5312;7.1297;11.9783;10.0374;14.9798;15.9426;17.3017;7.9605;9.9291;10.7538;9.7437;7.659;5.8251;10.2983;8.8775;7.9759;12.4561;9.736;14.1441;0.0;13.2183;0.0;0.0;12.9597;0.0;0.0;23.1555;11.5141;16.3259;10.765;12.6746;10.9826
549;15.4637;16.7161;6.9337;9.0561;10.6094;8.0871;6.5892;4.7608;17.7269;11.9793;10.0293;8.5835;6.7305;17.9882;5.6988;11.5008;15.6013;14.9475;13.818;17.4495;6.8108;9.0962;10.8008;8.8877;7.568;4.4851;8.9068;6.6228;6.6563;12.2764;16.2856;14.9266;0.0;13.9956;0.0;0.0;15.1706;0.0;0.0;21.9087;8.0229;13.4244;9.1586;8.9479;10.2417
550;17.4823;18.3582;7.4747;9.4017;9.6087;8.2174;7.4664;5.7084;16.15;10.9119;10.1075;9.2001;7.1415;15.9803;6.9054;11.1174;12.0392;15.2114;16.0361;17.5439;8.7668;10.0718;10.331;9.6301;8.3605;5.6084;10.5399;8.932;9.4257;11.3115;6.8575;15.1669;0.0;13.9161;0.0;0.0;13.7605;0.0;0.0;19.5478;9.6245;11.3824;10.3903;7.5129;11.1225
551;17.7174;11.4205;10.4427;9.9514;10.8735;9.2005;8.0814;6.0192;17.1849;13.8645;16.6193;10.2896;9.5447;16.2467;7.4064;13.6598;11.0485;13.7775;16.3863;7.5589;10.1654;9.82;10.4591;10.7632;8.1621;6.1022;10.5865;9.0961;7.8825;13.8684;11.526;14.9821;0.0;12.6456;0.0;0.0;10.8597;0.0;0.0;15.8164;11.5135;16.5091;14.8997;15.7446;17.4658
552;16.8892;14.7087;8.485;9.961;10.0261;9.8614;7.993;6.8501;16.7145;12.3678;11.1225;9.8049;8.2777;14.2899;7.4368;12.5909;13.035;16.7593;16.6269;11.1697;7.9154;9.647;10.199;9.2967;7.7847;6.4972;9.933;8.3601;8.0359;11.7004;21.2587;15.0774;10.5948;13.7287;0.0;0.0;9.3452;0.0;0.0;21.1203;11.516;12.1956;13.0241;10.3409;14.6709
553;12.0147;16.3059;7.2957;9.5839;9.8323;8.5383;7.6597;5.5481;15.6481;11.7258;9.5078;9.0711;6.9602;16.9309;6.2662;10.6735;12.2767;15.6754;12.1951;15.0297;7.1564;9.5422;9.9279;8.8644;7.6801;4.9409;8.9416;6.9053;7.4229;11.744;13.7805;15.4731;6.8069;16.5263;0.0;0.0;12.2467;0.0;0.0;23.1946;7.9373;10.4044;9.3645;14.6059;12.5256
554;15.3444;12.7277;7.9536;9.2655;9.4637;8.8798;7.8435;4.6954;19.4058;11.9766;10.2761;11.3093;8.4649;15.7265;6.4109;11.6234;15.8791;17.0392;15.7;13.7725;7.2049;8.7761;9.7306;9.0555;7.2356;5.4663;10.2318;8.6176;7.0211;12.6027;10.9007;15.0315;14.1233;14.4078;0.0;0.0;12.2378;0.0;0.0;22.3321;11.0874;11.3578;11.4366;9.6843;13.4341
555;14.1189;16.5609;7.7878;9.6899;10.5677;9.0391;7.1121;5.7884;16.3126;11.0885;10.4197;10.2211;8.6547;15.9589;8.3053;12.1302;13.0975;15.6749;14.2121;16.654;7.7642;9.4632;10.1951;8.9493;7.161;5.665;9.1784;7.3006;8.5604;12.5608;14.4095;16.1178;5.0332;14.2679;0.0;0.0;18.8131;0.0;0.0;26.2542;11.9343;12.928;11.0723;9.9076;10.7665
556;16.4332;14.9759;8.8237;9.0183;8.9988;8.8458;7.4799;6.0017;16.6642;12.5709;10.6572;8.9773;9.1217;15.019;8.0161;12.0714;9.9148;15.2374;17.2407;13.2439;8.2083;9.0599;9.7472;9.756;7.4757;5.5026;9.8164;9.2529;9.2798;12.3332;5.8883;15.6812;0.0;12.7018;0.0;0.0;15.5166;0.0;0.0;17.4035;9.2999;12.6753;13.4291;14.7403;10.9263
557;16.1752;16.0589;8.6716;10.7613;9.4875;8.5828;7.8173;5.1693;17.7323;12.5147;11.6402;8.9454;7.1569;16.3002;6.526;11.4079;7.7312;15.9295;16.2592;18.3958;8.6879;9.8473;10.1403;9.7446;7.0899;5.2289;9.7611;7.38;7.134;12.3304;7.7924;16.9114;0.0;17.7031;0.0;0.0;20.4353;0.0;0.0;27.0798;13.8682;16.4797;14.8052;13.5317;15.0474
558;13.1372;17.6322;10.7428;11.3495;10.7887;11.0691;8.4803;6.1706;16.8994;12.8767;13.0177;11.5597;10.8049;17.6967;7.8006;12.8436;15.1989;15.7573;14.0462;13.8331;9.749;10.8608;10.2943;10.1342;8.2345;6.4899;10.9155;9.0898;8.2335;12.5515;4.653;15.2558;0.0;12.7963;0.0;0.0;15.5814;0.0;0.0;16.5307;15.6031;15.853;16.7518;18.2042;11.6539
559;21.3031;17.4123;6.8301;8.8445;10.2201;7.8111;7.3672;5.3811;18.4195;12.5024;9.3998;8.4152;6.749;15.6931;6.9738;11.1076;20.0609;15.741;16.3093;17.9119;7.0861;9.0884;10.4482;8.1693;7.5113;5.016;8.5607;7.2392;7.1676;11.6415;16.0118;15.2122;0.0;16.45;0.0;0.0;17.9413;0.0;0.0;20.0663;10.6369;9.8353;11.1199;12.2288;12.5221
560;12.9611;14.9222;7.2666;8.7602;10.0343;8.2663;8.085;5.4358;15.4871;13.0169;9.9228;8.8947;8.2313;15.9535;6.7116;10.6091;13.6348;16.0318;15.239;15.7089;7.3977;8.7911;10.144;8.8125;7.7254;6.486;8.7892;8.0056;8.339;12.2874;14.9474;16.5016;28.9914;13.2198;0.0;0.0;10.0747;0.0;0.0;22.6772;11.457;11.3987;9.3126;10.276;10.4234
561;16.7302;16.8958;7.6903;8.4694;9.6519;8.5545;7.7326;5.7607;20.3601;13.6031;10.5287;8.6831;7.0861;15.9;6.5931;12.5961;13.924;15.4998;15.7182;17.5524;7.4533;9.0206;9.359;9.1158;8.7666;4.9709;9.5955;8.2282;7.477;12.2526;11.9316;14.8902;0.0;13.959;0.0;0.0;16.6242;0.0;0.0;21.8895;11.9186;15.4751;10.3868;10.3607;12.8236
562;15.2078;19.9086;8.0613;9.4752;9.9684;8.8649;8.1629;7.325;17.6823;11.339;10.7424;9.8048;8.8556;16.8478;7.119;11.8745;18.4901;16.2862;15.4823;18.8043;7.4201;10.5342;9.7153;8.2024;8.5102;7.0064;8.8897;7.1185;7.1078;12.7332;11.5985;16.1781;0.0;13.7822;0.0;0.0;14.5967;0.0;0.0;22.6644;14.2242;17.1434;13.0267;10.9514;10.1596
563;15.2841;16.6595;9.0695;10.368;10.6311;10.0772;8.2815;6.0861;18.382;13.29;10.5911;11.733;10.4402;16.1472;9.3004;10.1202;14.4512;16.3934;15.1887;13.6876;8.9051;10.4764;10.7772;12.3365;6.7675;6.1571;10.267;9.7265;13.1855;11.7231;4.0415;15.4365;0.0;14.4373;0.0;0.0;9.1435;0.0;0.0;16.4818;11.5486;9.8848;9.7344;7.749;7.8664
564;15.4572;18.6731;8.5799;9.931;9.8797;9.5196;8.4305;6.4884;17.1046;12.7667;10.6594;8.9415;8.9674;15.5376;7.9303;11.4692;17.4666;13.8753;13.6934;14.0398;8.1908;9.9132;9.2853;8.7531;7.9006;5.7613;9.4019;8.6322;7.1393;10.5644;17.0123;14.4101;0.0;14.2778;0.0;0.0;11.4143;0.0;0.0;22.5584;8.6006;14.3861;11.8025;11.4107;10.0097
565;15.9488;15.1135;6.9629;9.0678;9.5498;8.1644;7.1635;6.1071;18.2404;12.685;9.1803;8.5057;6.5004;15.723;6.2272;11.02;10.3515;14.9486;15.6182;17.5957;6.1979;8.7853;9.746;8.1942;7.2134;4.8309;8.2361;6.734;6.4745;11.3842;7.9502;14.9752;0.0;13.9182;0.0;0.0;13.8112;0.0;0.0;23.267;9.161;16.9014;11.4788;12.75;9.9015
566;15.3968;17.6848;8.7239;9.8131;10.1243;9.3118;7.8173;5.6138;19.2311;12.3222;9.6661;9.8199;7.7613;15.8332;7.4419;11.2417;14.4453;16.2616;15.3404;15.5033;8.0837;9.9559;10.1096;9.0246;7.4835;5.4091;9.3893;8.2283;7.0085;11.8196;15.9405;15.7668;0.0;14.031;0.0;0.0;20.1573;0.0;0.0;21.2847;10.7219;15.2799;15.9182;14.0416;11.0109
567;13.3566;15.5462;9.7397;10.7842;9.977;9.3422;7.9912;5.99;18.8926;14.0858;11.9025;10.6927;9.8184;17.3572;7.3123;12.152;9.7909;15.9915;14.1914;15.9301;8.9743;10.4188;10.3546;8.942;7.7442;5.0147;10.483;8.1815;7.6488;12.9921;13.9343;14.8421;0.0;15.2023;0.0;0.0;9.9048;0.0;0.0;22.4422;10.2348;12.8898;9.3781;9.4885;13.9178
568;17.9404;19.9802;7.4756;9.0699;10.3959;8.0729;7.1498;5.3619;17.966;12.2527;9.6677;8.7938;7.467;15.4546;6.8865;11.2745;12.0237;15.2261;16.768;19.0114;7.3922;8.8858;9.974;8.3283;7.4238;5.467;8.7669;6.8003;8.0847;11.489;10.7984;15.7843;0.0;13.787;0.0;0.0;15.8631;0.0;0.0;15.5018;7.9975;13.9395;11.5066;7.9337;10.2047
569;19.005;15.6476;8.2744;9.0332;9.9156;7.9787;6.8074;5.2859;18.8217;12.4906;9.8832;8.7313;8.4738;15.8923;6.5258;11.611;25.1771;16.646;17.2093;16.2237;7.9303;9.0441;10.2514;7.6648;7.0898;5.2493;8.6941;6.7484;6.6586;11.5693;18.2612;15.1427;0.0;12.3826;0.0;0.0;19.5169;0.0;0.0;21.0184;8.9498;12.6763;11.3254;12.393;8.5766
570;16.1689;15.7035;7.4581;9.1588;10.5129;8.5123;6.8857;6.9429;18.6577;12.2752;9.8581;8.6321;6.9007;16.2291;5.8899;10.724;14.0522;14.1334;14.6842;17.0058;7.1392;8.8024;10.0303;9.3256;7.2933;5.0173;9.3515;7.8158;6.9809;11.538;15.3528;13.8835;6.8775;14.5216;0.0;0.0;13.1172;0.0;0.0;23.523;9.4666;13.2783;11.9381;10.3246;13.6968
571;16.5129;17.3306;7.0421;9.5035;10.271;8.5541;7.638;5.4771;18.3371;13.1154;9.7332;9.7575;7.8484;16.2064;6.8673;11.1486;16.6982;15.1988;15.1662;16.6777;7.0242;9.6551;10.2727;8.0664;7.9044;4.9972;9.292;7.5564;7.7556;12.2649;19.0579;15.0064;0.0;17.2688;0.0;0.0;18.8706;0.0;0.0;23.4337;9.5046;18.6979;12.9098;10.96;14.2596
572;17.1903;13.9929;8.298;9.6011;10.1247;7.2933;7.5569;5.4351;19.9251;12.2957;10.7512;9.2127;8.2335;16.5349;6.0455;12.0043;8.8572;14.8657;16.8148;12.7918;8.7848;9.7133;10.5947;8.2182;7.1933;5.0468;9.6804;8.1412;7.4709;13.0395;14.9804;16.304;0.0;12.7857;0.0;0.0;38.1838;0.0;0.0;26.1135;11.7313;15.8261;13.1628;9.5571;11.4299
573;15.1282;14.3509;7.0497;8.6342;11.3415;8.3922;7.7736;4.9095;21.3688;13.0998;10.2552;9.9146;7.4098;17.4437;6.0541;12.1542;11.8227;15.7747;15.9403;14.899;6.3016;8.807;11.2133;8.8633;8.3704;7.2621;9.4448;8.0142;6.9488;12.248;13.7819;14.356;0.0;15.6716;0.0;0.0;9.9653;0.0;0.0;11.4397;11.9308;14.6792;10.3689;12.0338;10.2433
574;15.3491;16.607;7.207;9.2255;10.0926;8.1098;6.2629;4.908;18.4507;12.1083;10.2385;8.8537;6.8127;13.1586;5.9063;11.9262;11.4674;14.8623;16.4286;17.9667;7.8976;9.2251;10.7062;8.1772;6.9398;4.9227;8.6628;6.6808;5.9493;12.6574;18.7533;16.8989;12.2021;12.5512;0.0;0.0;14.8484;0.0;0.0;23.5731;11.6913;13.9497;9.3246;9.6573;10.3094
575;19.9028;14.1066;7.0255;9.1147;8.9339;8.098;7.6025;5.6688;20.7499;14.9572;9.9482;9.7667;8.0825;15.2118;6.1559;11.6161;10.638;13.4131;17.0368;16.2769;7.282;9.6478;9.7346;9.0858;7.8529;5.5468;9.6347;8.6618;8.7229;12.0926;10.4976;14.1363;16.1142;12.5082;0.0;0.0;1.1402;0.0;0.0;18.0663;11.5108;13.1982;12.49;14.6312;9.5191
576;14.8905;15.6532;6.8639;10.067;9.5239;7.8138;7.2141;5.4098;18.1904;12.5651;9.2433;9.554;7.9011;16.0893;6.8244;11.0186;4.726;14.3354;16.1118;16.3666;6.4363;10.1539;10.4908;8.5791;7.3437;4.7104;8.765;7.3649;7.3637;11.9096;11.2478;14.2366;6.8118;13.2184;0.0;0.0;11.1329;0.0;0.0;22.1621;9.8683;14.4905;8.907;11.4371;12.4496
577;18.0349;18.9993;10.3218;10.039;10.4917;9.3536;8.1949;5.9459;16.0431;11.6775;11.0135;10.738;7.8903;15.3536;7.4465;11.1439;12.952;16.5573;18.2188;14.2828;8.1301;10.2639;10.3605;9.1418;10.2148;6.2107;9.734;8.3195;8.625;11.8483;19.1313;15.1444;0.0;14.0687;0.0;0.0;17.0281;0.0;0.0;18.0995;11.7709;14.2779;10.7934;9.1694;13.2562
578;15.1967;16.2436;7.6204;9.0114;9.6669;8.6093;7.0603;5.5196;18.1886;11.5143;10.4376;9.3;7.8336;16.4274;6.9915;11.8127;11.8616;15.203;15.0243;15.4566;6.8732;9.4327;10.4497;10.5463;7.8048;5.5447;10.174;9.3941;9.1597;11.4393;7.4699;15.8369;0.0;13.8985;0.0;0.0;10.0226;0.0;0.0;18.7366;8.8053;14.8674;11.599;10.9201;10.437
579;22.906;16.7366;7.8368;8.8042;9.3507;7.9034;7.3152;5.6205;20.4624;14.5451;10.1494;9.1272;7.4075;14.9218;5.8289;11.1266;12.2889;13.2113;17.2016;18.842;7.5248;8.8909;9.7919;8.3014;7.3179;5.662;9.1071;6.8162;6.7598;12.2504;10.9194;16.0975;0.0;15.1843;0.0;0.0;18.0472;0.0;0.0;23.5502;10.6742;12.5886;12.2082;9.9419;15.2418
580;15.0989;19.5736;8.063;8.4775;9.9343;8.6249;7.6605;5.339;17.7355;13.4531;10.042;9.5494;7.5014;16.7439;6.3837;11.2965;18.6676;16.0507;15.5517;17.1271;7.1121;8.7792;10.6726;9.5892;7.4786;5.1554;9.3611;7.4289;7.5077;12.2794;12.6704;16.3785;0.0;17.4226;0.0;0.0;15.4195;0.0;0.0;24.4856;9.6216;13.1989;10.9017;9.3709;11.1039
